filename,qseqid,qlen,saccver,pident,qcovs,length,evalue,bitscore,parsed_nams,manually_edited_nams,samp,Experiment,Sample_type,Sample_name,Time,DNA_ng_µL (nanodrop),Extraction_kit,Volume stored in DD >10µL,Volume available µL,Novogene Amount required 200ng,suspected low amount,Novogene metagenomics requirements: 10 ng/uL and 200 ng amount,counts,n,gene_prop
data/blast_output_GG/output//C150__Megahit.db_hits.out,ABO15581_DEEThydrolase_Pseudomonasputida,624,k121_937013_27,26.07,82,583,7e-33,138,DEEThydrolase,DEET hydrolase,C150,2,Biofilm,WW80_R2_DNA_D29,Day29,190.36,Dneasy PowerBiofilm (QIAGEN),ok,NA,2855.4,NA,NA,853249,101,0.01183710733912375
data/blast_output_GG/output//C153__Megahit.db_hits.out,ABO15581_DEEThydrolase_Pseudomonasputida,624,k121_2067_1,26.07,82,583,4.999999999999999e-34,138,DEEThydrolase,DEET hydrolase,C153,2,Biofilm,WW80_R3_DNA_D29,Day29,166.74,Dneasy PowerBiofilm (QIAGEN),ok,NA,2501.1000000000004,NA,NA,97391,14,0.01437504492201538
data/blast_output_GG/output//C157__Megahit.db_hits.out,ABO15581_DEEThydrolase_Pseudomonasputida,624,k121_651236_26,26.07,82,583,4.9999999999999996e-33,138,DEEThydrolase,DEET hydrolase,C157,2,Biofilm,WW30_R4_DNA_D29,Day29,122.65,Dneasy PowerBiofilm (QIAGEN),ok,NA,1839.75,NA,NA,608090,65,0.010689207189725205
data/blast_output_GG/output//C161__Megahit.db_hits.out,ABO15581_DEEThydrolase_Pseudomonasputida,624,k121_584141_3,26.07,82,583,2.9999999999999998e-33,139,DEEThydrolase,DEET hydrolase,C161,2,Wastewater,BT_WW_DNA_D02,D02,567.87,Dneasy PowerBiofilm (QIAGEN),ok,NA,8518.05,NA,NA,587811,76,0.012929325922788108
data/blast_output_GG/output//C164__Megahit.db_hits.out,ABO15581_DEEThydrolase_Pseudomonasputida,624,k121_1161259_21,26.07,82,583,5.9999999999999997e-33,138,DEEThydrolase,DEET hydrolase,C164,2,Wastewater,BT_WW_DNA_D09,D09,303.27,Dneasy PowerBiofilm (QIAGEN),ok,NA,4549.049999999999,NA,NA,814983,113,0.013865319890108137
data/blast_output_GG/output//C165__Megahit.db_hits.out,ABO15581_DEEThydrolase_Pseudomonasputida,624,k121_917575_6,26.07,82,583,7.999999999999999e-33,138,DEEThydrolase,DEET hydrolase,C165,2,Wastewater,BT_WW_DNA_D11,D11,374.73,Dneasy PowerBiofilm (QIAGEN),ok,NA,5620.950000000001,NA,NA,1026559,143,0.013930032272864979
data/blast_output_GG/output//C166__Megahit.db_hits.out,ABO15581_DEEThydrolase_Pseudomonasputida,624,k121_288174_7,26.07,82,583,7.999999999999999e-33,138,DEEThydrolase,DEET hydrolase,C166,2,Wastewater,BT_WW_DNA_D14,D14,296.56,Dneasy PowerBiofilm (QIAGEN),ok,NA,4448.4,NA,NA,1007154,138,0.013701976063243556
data/blast_output_GG/output//C169__Megahit.db_hits.out,ABO15581_DEEThydrolase_Pseudomonasputida,624,k121_424323_21,26.07,82,583,4.9999999999999996e-33,139,DEEThydrolase,DEET hydrolase,C169,2,Wastewater,BT_WW_DNA_D21,D21,392.03,Dneasy PowerBiofilm (QIAGEN),ok,NA,5880.45,NA,NA,882970,126,0.0142700204989977
data/blast_output_GG/output//C170__Megahit.db_hits.out,ABO15581_DEEThydrolase_Pseudomonasputida,624,k121_1400734_3,26.07,82,583,7e-33,138,DEEThydrolase,DEET hydrolase,C170,2,Wastewater,BT_WW_DNA_D23,D23,433.56,Dneasy PowerBiofilm (QIAGEN),ok,NA,6503.4,NA,NA,949158,141,0.014855271725044725
data/blast_output_GG/output//C171__Megahit.db_hits.out,ABO15581_DEEThydrolase_Pseudomonasputida,624,k121_23521_74,26.07,82,583,7e-33,138,DEEThydrolase,DEET hydrolase,C171,2,Wastewater,BT_WW_DNA_D25,D25,538.92,Dneasy PowerBiofilm (QIAGEN),ok,NA,8083.799999999999,NA,NA,905801,129,0.014241538704417418
data/blast_output_GG/output//C202__Megahit.db_hits.out,ABO15581_DEEThydrolase_Pseudomonasputida,624,k121_34483_4,25.39,82,583,3e-24,107,DEEThydrolase,DEET hydrolase,C202,2,Filtrated_wastewater,BT_UF_DNA_D14,D14,29.04,Dneasy PowerBiofilm (QIAGEN),ok,NA,435.59999999999997,NA,NA,44943,5,0.011125203034955388
data/blast_output_GG/output//C203__Megahit.db_hits.out,ABO15581_DEEThydrolase_Pseudomonasputida,624,k121_714617_104,25.39,82,583,6e-23,107,DEEThydrolase,DEET hydrolase,C203,2,Filtrated_wastewater,BT_UF_DNA_D16,D16,22.28,Dneasy PowerBiofilm (QIAGEN),ok,NA,334.20000000000005,NA,NA,928484,117,0.012601186450170386
data/blast_output_GG/output//C205__Megahit.db_hits.out,ABO15581_DEEThydrolase_Pseudomonasputida,624,k121_642971_104,25.39,82,583,5e-23,107,DEEThydrolase,DEET hydrolase,C205,2,Filtrated_wastewater,BT_UF_DNA_D21,D21,14.52,Dneasy PowerBiofilm (QIAGEN),ok,NA,217.79999999999998,x,NA,778782,88,0.011299696192259194
data/blast_output_GG/output//C207__Megahit.db_hits.out,ABO15581_DEEThydrolase_Pseudomonasputida,624,k121_674976_104,25.39,82,583,5e-23,107,DEEThydrolase,DEET hydrolase,C207,2,Filtrated_wastewater,BT_UF_DNA_D25,D25,18.92,Dneasy PowerBiofilm (QIAGEN),ok,NA,283.8,NA,NA,838316,105,0.012525109863106515
data/blast_output_GG/output//A08__Megahit.db_hits.out,ABO15581_DEEThydrolase_Pseudomonasputida,624,k121_368269_90,24.74,87,582,5e-22,103,DEEThydrolase,DEET hydrolase,A08,1,Biofilm,WW80_R4_DNA_Dfinal,Week4,16.8,PowerBiofilm DNA (MO BIO),ok,NA,252,NA,NA,818094,77,0.009412121345468857
data/blast_output_GG/output//A10__Megahit.db_hits.out,ABO15581_DEEThydrolase_Pseudomonasputida,624,k121_1030596_20,24.74,87,582,5e-22,103,DEEThydrolase,DEET hydrolase,A10,1,Biofilm,WW80_R2_DNA_Dfinal,Week4,19.3,PowerBiofilm DNA (MO BIO),ok,NA,289.5,NA,NA,755052,76,0.01006553191038498
data/blast_output_GG/output//C148__Megahit.db_hits.out,ABO15581_DEEThydrolase_Pseudomonasputida,624,k121_721349_15,25.82,87,581,6e-23,106,DEEThydrolase,DEET hydrolase,C148,2,Biofilm,WW80UF_R2_DNA_D29,Day29,136.68,Dneasy PowerBiofilm (QIAGEN),ok,NA,2050.2000000000003,NA,NA,757088,63,0.008321357622891922
data/blast_output_GG/output//C166__Megahit.db_hits.out,ABO15581_DEEThydrolase_Pseudomonasputida,624,k121_35560_2,24.1,87,581,8e-18,90.9,DEEThydrolase,DEET hydrolase,C166,2,Wastewater,BT_WW_DNA_D14,D14,296.56,Dneasy PowerBiofilm (QIAGEN),ok,NA,4448.4,NA,NA,1007154,138,0.013701976063243556
data/blast_output_GG/output//C148__Megahit.db_hits.out,ABO15581_DEEThydrolase_Pseudomonasputida,624,k121_465062_2,22.59,81,580,4e-8,59.7,DEEThydrolase,DEET hydrolase,C148,2,Biofilm,WW80UF_R2_DNA_D29,Day29,136.68,Dneasy PowerBiofilm (QIAGEN),ok,NA,2050.2000000000003,NA,NA,757088,63,0.008321357622891922
data/blast_output_GG/output//C169__Megahit.db_hits.out,ABO15581_DEEThydrolase_Pseudomonasputida,624,k121_1452640_4,24.31,87,580,1e-10,68.6,DEEThydrolase,DEET hydrolase,C169,2,Wastewater,BT_WW_DNA_D21,D21,392.03,Dneasy PowerBiofilm (QIAGEN),ok,NA,5880.45,NA,NA,882970,126,0.0142700204989977
data/blast_output_GG/output//C150__Megahit.db_hits.out,ABO15581_DEEThydrolase_Pseudomonasputida,624,k121_374686_15,28.72,82,578,2e-35,146,DEEThydrolase,DEET hydrolase,C150,2,Biofilm,WW80_R2_DNA_D29,Day29,190.36,Dneasy PowerBiofilm (QIAGEN),ok,NA,2855.4,NA,NA,853249,101,0.01183710733912375
data/blast_output_GG/output//C157__Megahit.db_hits.out,ABO15581_DEEThydrolase_Pseudomonasputida,624,k121_460201_9,28.72,82,578,1e-35,146,DEEThydrolase,DEET hydrolase,C157,2,Biofilm,WW30_R4_DNA_D29,Day29,122.65,Dneasy PowerBiofilm (QIAGEN),ok,NA,1839.75,NA,NA,608090,65,0.010689207189725205
data/blast_output_GG/output//C165__Megahit.db_hits.out,ABO15581_DEEThydrolase_Pseudomonasputida,624,k121_1122806_4,28.72,82,578,2e-34,143,DEEThydrolase,DEET hydrolase,C165,2,Wastewater,BT_WW_DNA_D11,D11,374.73,Dneasy PowerBiofilm (QIAGEN),ok,NA,5620.950000000001,NA,NA,1026559,143,0.013930032272864979
data/blast_output_GG/output//C166__Megahit.db_hits.out,ABO15581_DEEThydrolase_Pseudomonasputida,624,k121_882336_2,22.84,86,578,2e-14,80.5,DEEThydrolase,DEET hydrolase,C166,2,Wastewater,BT_WW_DNA_D14,D14,296.56,Dneasy PowerBiofilm (QIAGEN),ok,NA,4448.4,NA,NA,1007154,138,0.013701976063243556
data/blast_output_GG/output//C170__Megahit.db_hits.out,ABO15581_DEEThydrolase_Pseudomonasputida,624,k121_1220992_31,28.72,82,578,2e-35,146,DEEThydrolase,DEET hydrolase,C170,2,Wastewater,BT_WW_DNA_D23,D23,433.56,Dneasy PowerBiofilm (QIAGEN),ok,NA,6503.4,NA,NA,949158,141,0.014855271725044725
data/blast_output_GG/output//C170__Megahit.db_hits.out,ABO15581_DEEThydrolase_Pseudomonasputida,624,k121_659217_3,23.01,86,578,1e-14,80.9,DEEThydrolase,DEET hydrolase,C170,2,Wastewater,BT_WW_DNA_D23,D23,433.56,Dneasy PowerBiofilm (QIAGEN),ok,NA,6503.4,NA,NA,949158,141,0.014855271725044725
data/blast_output_GG/output//C171__Megahit.db_hits.out,ABO15581_DEEThydrolase_Pseudomonasputida,624,k121_1312145_1,29.24,82,578,5e-36,148,DEEThydrolase,DEET hydrolase,C171,2,Wastewater,BT_WW_DNA_D25,D25,538.92,Dneasy PowerBiofilm (QIAGEN),ok,NA,8083.799999999999,NA,NA,905801,129,0.014241538704417418
data/blast_output_GG/output//C198__Megahit.db_hits.out,ABO15581_DEEThydrolase_Pseudomonasputida,624,k121_265108_17,24.35,88,575,1.0000000000000001e-24,112,DEEThydrolase,DEET hydrolase,C198,2,Filtrated_wastewater,BT_UF_DNA_D04,D04,74.82,Dneasy PowerBiofilm (QIAGEN),ok,NA,1122.3,NA,NA,737220,50,0.006782235967553784
data/blast_output_GG/output//A17__Megahit.db_hits.out,ABO15581_DEEThydrolase_Pseudomonasputida,624,k121_268708_2,22.13,88,574,6e-13,75.9,DEEThydrolase,DEET hydrolase,A17,1,Wastewater,BT_WW_DNA_W1,Week1,32.2,PowerBiofilm DNA (MO BIO),between 10 and 15µL,15,483.00000000000006,NA,NA,1051309,93,0.00884611470081584
data/blast_output_GG/output//A18__Megahit.db_hits.out,ABO15581_DEEThydrolase_Pseudomonasputida,624,k121_1351164_3,22.13,88,574,2e-13,75.9,DEEThydrolase,DEET hydrolase,A18,1,Wastewater,BT_WW_DNA_W2,Week2,32,PowerBiofilm DNA (MO BIO),ok,NA,480,NA,NA,278146,30,0.010785702472802054
data/blast_output_GG/output//A20__Megahit.db_hits.out,ABO15581_DEEThydrolase_Pseudomonasputida,624,k121_816649_3,22.13,88,574,6e-13,75.9,DEEThydrolase,DEET hydrolase,A20,1,Wastewater,BT_WW_DNA_W4,Week4,51.8,PowerBiofilm DNA (MO BIO),between 10 and 15µL,NA,777,NA,NA,1120447,110,0.009817510332929625
data/blast_output_GG/output//C148__Megahit.db_hits.out,ABO15581_DEEThydrolase_Pseudomonasputida,624,k121_906930_2,21.6,81,574,0.001,45.4,DEEThydrolase,DEET hydrolase,C148,2,Biofilm,WW80UF_R2_DNA_D29,Day29,136.68,Dneasy PowerBiofilm (QIAGEN),ok,NA,2050.2000000000003,NA,NA,757088,63,0.008321357622891922
data/blast_output_GG/output//C157__Megahit.db_hits.out,ABO15581_DEEThydrolase_Pseudomonasputida,624,k121_1134877_7,23.52,81,574,0.027,40.8,DEEThydrolase,DEET hydrolase,C157,2,Biofilm,WW30_R4_DNA_D29,Day29,122.65,Dneasy PowerBiofilm (QIAGEN),ok,NA,1839.75,NA,NA,608090,65,0.010689207189725205
data/blast_output_GG/output//C203__Megahit.db_hits.out,ABO15581_DEEThydrolase_Pseudomonasputida,624,k121_4012_3,23.52,81,574,0.043,40.8,DEEThydrolase,DEET hydrolase,C203,2,Filtrated_wastewater,BT_UF_DNA_D16,D16,22.28,Dneasy PowerBiofilm (QIAGEN),ok,NA,334.20000000000005,NA,NA,928484,117,0.012601186450170386
data/blast_output_GG/output//C148__Megahit.db_hits.out,ABO15581_DEEThydrolase_Pseudomonasputida,624,k121_2085217_2,23.73,81,573,0.007,43.1,DEEThydrolase,DEET hydrolase,C148,2,Biofilm,WW80UF_R2_DNA_D29,Day29,136.68,Dneasy PowerBiofilm (QIAGEN),ok,NA,2050.2000000000003,NA,NA,757088,63,0.008321357622891922
data/blast_output_GG/output//C161__Megahit.db_hits.out,ABO15581_DEEThydrolase_Pseudomonasputida,624,k121_180106_1,24.96,81,573,9e-13,74.3,DEEThydrolase,DEET hydrolase,C161,2,Wastewater,BT_WW_DNA_D02,D02,567.87,Dneasy PowerBiofilm (QIAGEN),ok,NA,8518.05,NA,NA,587811,76,0.012929325922788108
data/blast_output_GG/output//C164__Megahit.db_hits.out,ABO15581_DEEThydrolase_Pseudomonasputida,624,k121_871806_7,24.96,86,573,1e-17,90.5,DEEThydrolase,DEET hydrolase,C164,2,Wastewater,BT_WW_DNA_D09,D09,303.27,Dneasy PowerBiofilm (QIAGEN),ok,NA,4549.049999999999,NA,NA,814983,113,0.013865319890108137
data/blast_output_GG/output//C165__Megahit.db_hits.out,ABO15581_DEEThydrolase_Pseudomonasputida,624,k121_1458787_2,24.96,81,573,1e-12,75.1,DEEThydrolase,DEET hydrolase,C165,2,Wastewater,BT_WW_DNA_D11,D11,374.73,Dneasy PowerBiofilm (QIAGEN),ok,NA,5620.950000000001,NA,NA,1026559,143,0.013930032272864979
data/blast_output_GG/output//C166__Megahit.db_hits.out,ABO15581_DEEThydrolase_Pseudomonasputida,624,k121_824816_5,24.96,86,573,2e-17,90.5,DEEThydrolase,DEET hydrolase,C166,2,Wastewater,BT_WW_DNA_D14,D14,296.56,Dneasy PowerBiofilm (QIAGEN),ok,NA,4448.4,NA,NA,1007154,138,0.013701976063243556
data/blast_output_GG/output//C166__Megahit.db_hits.out,ABO15581_DEEThydrolase_Pseudomonasputida,624,k121_708256_6,24.96,81,573,1e-12,74.7,DEEThydrolase,DEET hydrolase,C166,2,Wastewater,BT_WW_DNA_D14,D14,296.56,Dneasy PowerBiofilm (QIAGEN),ok,NA,4448.4,NA,NA,1007154,138,0.013701976063243556
data/blast_output_GG/output//C169__Megahit.db_hits.out,ABO15581_DEEThydrolase_Pseudomonasputida,624,k121_1147674_2,24.96,81,573,1e-12,75.1,DEEThydrolase,DEET hydrolase,C169,2,Wastewater,BT_WW_DNA_D21,D21,392.03,Dneasy PowerBiofilm (QIAGEN),ok,NA,5880.45,NA,NA,882970,126,0.0142700204989977
data/blast_output_GG/output//C171__Megahit.db_hits.out,ABO15581_DEEThydrolase_Pseudomonasputida,624,k121_211366_4,24.96,81,573,1e-12,75.1,DEEThydrolase,DEET hydrolase,C171,2,Wastewater,BT_WW_DNA_D25,D25,538.92,Dneasy PowerBiofilm (QIAGEN),ok,NA,8083.799999999999,NA,NA,905801,129,0.014241538704417418
data/blast_output_GG/output//C202__Megahit.db_hits.out,ABO15581_DEEThydrolase_Pseudomonasputida,624,k121_72495_6,24.61,81,573,8e-22,100,DEEThydrolase,DEET hydrolase,C202,2,Filtrated_wastewater,BT_UF_DNA_D14,D14,29.04,Dneasy PowerBiofilm (QIAGEN),ok,NA,435.59999999999997,NA,NA,44943,5,0.011125203034955388
data/blast_output_GG/output//C203__Megahit.db_hits.out,ABO15581_DEEThydrolase_Pseudomonasputida,624,k121_1095229_219,24.61,81,573,2e-20,100,DEEThydrolase,DEET hydrolase,C203,2,Filtrated_wastewater,BT_UF_DNA_D16,D16,22.28,Dneasy PowerBiofilm (QIAGEN),ok,NA,334.20000000000005,NA,NA,928484,117,0.012601186450170386
data/blast_output_GG/output//C203__Megahit.db_hits.out,ABO15581_DEEThydrolase_Pseudomonasputida,624,k121_706850_8,24.96,81,573,1e-12,75.1,DEEThydrolase,DEET hydrolase,C203,2,Filtrated_wastewater,BT_UF_DNA_D16,D16,22.28,Dneasy PowerBiofilm (QIAGEN),ok,NA,334.20000000000005,NA,NA,928484,117,0.012601186450170386
data/blast_output_GG/output//C205__Megahit.db_hits.out,ABO15581_DEEThydrolase_Pseudomonasputida,624,k121_552977_6,24.61,81,573,1e-20,100,DEEThydrolase,DEET hydrolase,C205,2,Filtrated_wastewater,BT_UF_DNA_D21,D21,14.52,Dneasy PowerBiofilm (QIAGEN),ok,NA,217.79999999999998,x,NA,778782,88,0.011299696192259194
data/blast_output_GG/output//C205__Megahit.db_hits.out,ABO15581_DEEThydrolase_Pseudomonasputida,624,k121_1755873_13,24.96,81,573,9e-13,75.1,DEEThydrolase,DEET hydrolase,C205,2,Filtrated_wastewater,BT_UF_DNA_D21,D21,14.52,Dneasy PowerBiofilm (QIAGEN),ok,NA,217.79999999999998,x,NA,778782,88,0.011299696192259194
data/blast_output_GG/output//C207__Megahit.db_hits.out,ABO15581_DEEThydrolase_Pseudomonasputida,624,k121_923560_141,24.61,81,573,1e-20,100,DEEThydrolase,DEET hydrolase,C207,2,Filtrated_wastewater,BT_UF_DNA_D25,D25,18.92,Dneasy PowerBiofilm (QIAGEN),ok,NA,283.8,NA,NA,838316,105,0.012525109863106515
data/blast_output_GG/output//C207__Megahit.db_hits.out,ABO15581_DEEThydrolase_Pseudomonasputida,624,k121_1872169_8,24.96,81,573,9e-13,75.1,DEEThydrolase,DEET hydrolase,C207,2,Filtrated_wastewater,BT_UF_DNA_D25,D25,18.92,Dneasy PowerBiofilm (QIAGEN),ok,NA,283.8,NA,NA,838316,105,0.012525109863106515
data/blast_output_GG/output//C169__Megahit.db_hits.out,ABO15581_DEEThydrolase_Pseudomonasputida,624,k121_223391_1,25.17,89,572,8e-18,91.3,DEEThydrolase,DEET hydrolase,C169,2,Wastewater,BT_WW_DNA_D21,D21,392.03,Dneasy PowerBiofilm (QIAGEN),ok,NA,5880.45,NA,NA,882970,126,0.0142700204989977
data/blast_output_GG/output//C203__Megahit.db_hits.out,ABO15581_DEEThydrolase_Pseudomonasputida,624,k121_1120245_9,21.5,81,572,6e-4,47,DEEThydrolase,DEET hydrolase,C203,2,Filtrated_wastewater,BT_UF_DNA_D16,D16,22.28,Dneasy PowerBiofilm (QIAGEN),ok,NA,334.20000000000005,NA,NA,928484,117,0.012601186450170386
data/blast_output_GG/output//A17__Megahit.db_hits.out,ABO15581_DEEThydrolase_Pseudomonasputida,624,k121_894617_3,22.07,79,571,6e-5,50.1,DEEThydrolase,DEET hydrolase,A17,1,Wastewater,BT_WW_DNA_W1,Week1,32.2,PowerBiofilm DNA (MO BIO),between 10 and 15µL,15,483.00000000000006,NA,NA,1051309,93,0.00884611470081584
data/blast_output_GG/output//C150__Megahit.db_hits.out,ABO15581_DEEThydrolase_Pseudomonasputida,624,k121_569055_2,23.82,81,571,0.009,43.1,DEEThydrolase,DEET hydrolase,C150,2,Biofilm,WW80_R2_DNA_D29,Day29,190.36,Dneasy PowerBiofilm (QIAGEN),ok,NA,2855.4,NA,NA,853249,101,0.01183710733912375
data/blast_output_GG/output//C164__Megahit.db_hits.out,ABO15581_DEEThydrolase_Pseudomonasputida,624,k121_206934_11,24.34,81,571,4e-9,63.2,DEEThydrolase,DEET hydrolase,C164,2,Wastewater,BT_WW_DNA_D09,D09,303.27,Dneasy PowerBiofilm (QIAGEN),ok,NA,4549.049999999999,NA,NA,814983,113,0.013865319890108137
data/blast_output_GG/output//C165__Megahit.db_hits.out,ABO15581_DEEThydrolase_Pseudomonasputida,624,k121_794563_36,24.34,81,571,5e-9,63.2,DEEThydrolase,DEET hydrolase,C165,2,Wastewater,BT_WW_DNA_D11,D11,374.73,Dneasy PowerBiofilm (QIAGEN),ok,NA,5620.950000000001,NA,NA,1026559,143,0.013930032272864979
data/blast_output_GG/output//C165__Megahit.db_hits.out,ABO15581_DEEThydrolase_Pseudomonasputida,624,k121_1253118_2,23.99,81,571,0.013,42.7,DEEThydrolase,DEET hydrolase,C165,2,Wastewater,BT_WW_DNA_D11,D11,374.73,Dneasy PowerBiofilm (QIAGEN),ok,NA,5620.950000000001,NA,NA,1026559,143,0.013930032272864979
data/blast_output_GG/output//C166__Megahit.db_hits.out,ABO15581_DEEThydrolase_Pseudomonasputida,624,k121_1606090_1,24.34,81,571,4e-9,63.5,DEEThydrolase,DEET hydrolase,C166,2,Wastewater,BT_WW_DNA_D14,D14,296.56,Dneasy PowerBiofilm (QIAGEN),ok,NA,4448.4,NA,NA,1007154,138,0.013701976063243556
data/blast_output_GG/output//C169__Megahit.db_hits.out,ABO15581_DEEThydrolase_Pseudomonasputida,624,k121_201321_1,22.77,79,571,8e-8,58.9,DEEThydrolase,DEET hydrolase,C169,2,Wastewater,BT_WW_DNA_D21,D21,392.03,Dneasy PowerBiofilm (QIAGEN),ok,NA,5880.45,NA,NA,882970,126,0.0142700204989977
data/blast_output_GG/output//C169__Megahit.db_hits.out,ABO15581_DEEThydrolase_Pseudomonasputida,624,k121_1379503_2,23.64,81,571,0.008,43.1,DEEThydrolase,DEET hydrolase,C169,2,Wastewater,BT_WW_DNA_D21,D21,392.03,Dneasy PowerBiofilm (QIAGEN),ok,NA,5880.45,NA,NA,882970,126,0.0142700204989977
data/blast_output_GG/output//C203__Megahit.db_hits.out,ABO15581_DEEThydrolase_Pseudomonasputida,624,k121_151804_1,22.07,81,571,5e-10,66.2,DEEThydrolase,DEET hydrolase,C203,2,Filtrated_wastewater,BT_UF_DNA_D16,D16,22.28,Dneasy PowerBiofilm (QIAGEN),ok,NA,334.20000000000005,NA,NA,928484,117,0.012601186450170386
data/blast_output_GG/output//C203__Megahit.db_hits.out,ABO15581_DEEThydrolase_Pseudomonasputida,624,k121_1174668_12,22.63,81,570,3e-8,60.8,DEEThydrolase,DEET hydrolase,C203,2,Filtrated_wastewater,BT_UF_DNA_D16,D16,22.28,Dneasy PowerBiofilm (QIAGEN),ok,NA,334.20000000000005,NA,NA,928484,117,0.012601186450170386
data/blast_output_GG/output//C169__Megahit.db_hits.out,ABO15581_DEEThydrolase_Pseudomonasputida,624,k121_1035834_1,25.18,86,568,2e-17,90.1,DEEThydrolase,DEET hydrolase,C169,2,Wastewater,BT_WW_DNA_D21,D21,392.03,Dneasy PowerBiofilm (QIAGEN),ok,NA,5880.45,NA,NA,882970,126,0.0142700204989977
data/blast_output_GG/output//C170__Megahit.db_hits.out,ABO15581_DEEThydrolase_Pseudomonasputida,624,k121_28675_1,25.18,86,568,1e-17,90.5,DEEThydrolase,DEET hydrolase,C170,2,Wastewater,BT_WW_DNA_D23,D23,433.56,Dneasy PowerBiofilm (QIAGEN),ok,NA,6503.4,NA,NA,949158,141,0.014855271725044725
data/blast_output_GG/output//C171__Megahit.db_hits.out,ABO15581_DEEThydrolase_Pseudomonasputida,624,k121_1376207_2,22.89,82,568,2e-8,60.8,DEEThydrolase,DEET hydrolase,C171,2,Wastewater,BT_WW_DNA_D25,D25,538.92,Dneasy PowerBiofilm (QIAGEN),ok,NA,8083.799999999999,NA,NA,905801,129,0.014241538704417418
data/blast_output_GG/output//C205__Megahit.db_hits.out,ABO15581_DEEThydrolase_Pseudomonasputida,624,k121_50076_3,25.7,81,568,3e-6,53.9,DEEThydrolase,DEET hydrolase,C205,2,Filtrated_wastewater,BT_UF_DNA_D21,D21,14.52,Dneasy PowerBiofilm (QIAGEN),ok,NA,217.79999999999998,x,NA,778782,88,0.011299696192259194
data/blast_output_GG/output//A03__Megahit.db_hits.out,ABO15581_DEEThydrolase_Pseudomonasputida,624,k121_673736_5,23.28,76,567,8e-4,44.3,DEEThydrolase,DEET hydrolase,A03,1,Biofilm,WW10_R3_DNA_Dfinal,Week4,16.2,PowerBiofilm DNA (MO BIO),ok,NA,243,x,NA,226079,6,0.0026539395521034685
data/blast_output_GG/output//A12__Megahit.db_hits.out,ABO15581_DEEThydrolase_Pseudomonasputida,624,k121_2079271_3,23.46,76,567,0.002,45.1,DEEThydrolase,DEET hydrolase,A12,1,Biofilm,WW10_R4_DNA_Dfinal,Week4,20.1,PowerBiofilm DNA (MO BIO),ok,NA,301.5,NA,NA,846678,75,0.008858149142885489
data/blast_output_GG/output//A18__Megahit.db_hits.out,ABO15581_DEEThydrolase_Pseudomonasputida,624,k121_1083755_3,24.34,81,567,4e-6,52.4,DEEThydrolase,DEET hydrolase,A18,1,Wastewater,BT_WW_DNA_W2,Week2,32,PowerBiofilm DNA (MO BIO),ok,NA,480,NA,NA,278146,30,0.010785702472802054
data/blast_output_GG/output//A20__Megahit.db_hits.out,ABO15581_DEEThydrolase_Pseudomonasputida,624,k121_1486705_1,24.34,81,567,1e-5,52.8,DEEThydrolase,DEET hydrolase,A20,1,Wastewater,BT_WW_DNA_W4,Week4,51.8,PowerBiofilm DNA (MO BIO),between 10 and 15µL,NA,777,NA,NA,1120447,110,0.009817510332929625
data/blast_output_GG/output//C148__Megahit.db_hits.out,ABO15581_DEEThydrolase_Pseudomonasputida,624,k121_1846639_18,22.44,81,566,2e-8,61.2,DEEThydrolase,DEET hydrolase,C148,2,Biofilm,WW80UF_R2_DNA_D29,Day29,136.68,Dneasy PowerBiofilm (QIAGEN),ok,NA,2050.2000000000003,NA,NA,757088,63,0.008321357622891922
data/blast_output_GG/output//C150__Megahit.db_hits.out,ABO15581_DEEThydrolase_Pseudomonasputida,624,k121_1805089_5,22.44,81,566,2e-8,61.2,DEEThydrolase,DEET hydrolase,C150,2,Biofilm,WW80_R2_DNA_D29,Day29,190.36,Dneasy PowerBiofilm (QIAGEN),ok,NA,2855.4,NA,NA,853249,101,0.01183710733912375
data/blast_output_GG/output//C157__Megahit.db_hits.out,ABO15581_DEEThydrolase_Pseudomonasputida,624,k121_1076442_6,22.44,81,566,1e-8,61.6,DEEThydrolase,DEET hydrolase,C157,2,Biofilm,WW30_R4_DNA_D29,Day29,122.65,Dneasy PowerBiofilm (QIAGEN),ok,NA,1839.75,NA,NA,608090,65,0.010689207189725205
data/blast_output_GG/output//C170__Megahit.db_hits.out,ABO15581_DEEThydrolase_Pseudomonasputida,624,k121_71963_2,22.44,81,566,2e-8,61.6,DEEThydrolase,DEET hydrolase,C170,2,Wastewater,BT_WW_DNA_D23,D23,433.56,Dneasy PowerBiofilm (QIAGEN),ok,NA,6503.4,NA,NA,949158,141,0.014855271725044725
data/blast_output_GG/output//C203__Megahit.db_hits.out,ABO15581_DEEThydrolase_Pseudomonasputida,624,k121_1453902_6,22.44,81,566,2e-8,61.6,DEEThydrolase,DEET hydrolase,C203,2,Filtrated_wastewater,BT_UF_DNA_D16,D16,22.28,Dneasy PowerBiofilm (QIAGEN),ok,NA,334.20000000000005,NA,NA,928484,117,0.012601186450170386
data/blast_output_GG/output//C176__Megahit.db_hits.out,ABO15581_DEEThydrolase_Pseudomonasputida,624,k121_771461_4,25.13,82,565,4e-18,91.3,DEEThydrolase,DEET hydrolase,C176,2,River_water,BT_CB_DNA_D09,D09,40.86,Dneasy PowerBiofilm (QIAGEN),ok,NA,612.9,NA,NA,464448,27,0.005813352625051674
